"StartFY","Ceil.Big","Dur.Simple","ContractCount","Action_Obligation_OMB20_GDP18","metric","Quantile","pCRai"
2010,"100k - <10m","(~1 year,~2 years]",22579,31988805880.9457,"Contracts within Period","90th Percentile",0
2010,"100k - <10m","(~2 years+]",5274,9538143362.07046,"Contracts within Period","90th Percentile",0
2010,"10m - <75m","<~1 year",1271,31384449340.4638,"Contracts within Period","90th Percentile",0.00155558187369629
2010,"10m - <75m","(~1 year,~2 years]",1278,32034370986.7778,"Contracts within Period","90th Percentile",0.0671328302833957
2010,"10m - <75m","(~2 years+]",718,22122307519.6709,"Contracts within Period","90th Percentile",0.0185678686777509
2010,"75m+","<~1 year",128,24493378723.2557,"Contracts within Period","90th Percentile",0.00763060549714276
2010,"75m+","(~1 year,~2 years]",104,26329421765.0109,"Contracts within Period","90th Percentile",0.0662504959247486
2010,"75m+","(~2 years+]",96,23796445165.0895,"Contracts within Period","90th Percentile",0.0713294446804741
2011,"0k - <100k","<~1 year",716728,13801998588.8615,"Contracts within Period","90th Percentile",0
2011,"0k - <100k","(~1 year,~2 years]",32494,1324609859.58661,"Contracts within Period","90th Percentile",0
2011,"0k - <100k","(~2 years+]",6572,407244510.78602,"Contracts within Period","90th Percentile",0
2011,"100k - <10m","<~1 year",88864,57535204220.5779,"Contracts within Period","90th Percentile",0
2011,"100k - <10m","(~1 year,~2 years]",24647,34071844770.8251,"Contracts within Period","90th Percentile",0
2011,"100k - <10m","(~2 years+]",5270,9534113998.89933,"Contracts within Period","90th Percentile",0
2011,"10m - <75m","<~1 year",1087,25849895911.193,"Contracts within Period","90th Percentile",0.0126064706765431
2011,"10m - <75m","(~1 year,~2 years]",1325,34436842384.2648,"Contracts within Period","90th Percentile",0.044811174557391
2011,"10m - <75m","(~2 years+]",723,20500591708.5774,"Contracts within Period","90th Percentile",0.0419390634374102
2011,"75m+","<~1 year",100,20736551526.6892,"Contracts within Period","90th Percentile",0.0093514766482966
2011,"75m+","(~1 year,~2 years]",125,25232890059.6208,"Contracts within Period","90th Percentile",0.0857241994199986
2011,"75m+","(~2 years+]",105,29559743392.0068,"Contracts within Period","90th Percentile",0.0910789464724863
2012,"0k - <100k","<~1 year",683028,12792636572.9955,"Contracts within Period","90th Percentile",0
2012,"0k - <100k","(~1 year,~2 years]",31321,2093479327.7872,"Contracts within Period","90th Percentile",0
2012,"0k - <100k","(~2 years+]",6719,189799761.0925,"Contracts within Period","90th Percentile",0
2012,"100k - <10m","<~1 year",81911,52060146966.4237,"Contracts within Period","90th Percentile",0
2012,"100k - <10m","(~1 year,~2 years]",23293,30815914330.2711,"Contracts within Period","90th Percentile",0
2012,"100k - <10m","(~2 years+]",4757,7970090871.1265,"Contracts within Period","90th Percentile",0
2012,"10m - <75m","<~1 year",891,21821345401.7491,"Contracts within Period","90th Percentile",0.0113535230453443
2012,"10m - <75m","(~1 year,~2 years]",1187,30504059609.7716,"Contracts within Period","90th Percentile",0.0448893237802292
2012,"10m - <75m","(~2 years+]",546,17851039989.359,"Contracts within Period","90th Percentile",0.0475580735139607
2012,"75m+","<~1 year",75,13956185595.4529,"Contracts within Period","90th Percentile",0.00636285385528981
2012,"75m+","(~1 year,~2 years]",104,25147344124.0129,"Contracts within Period","90th Percentile",0.00255178886392076
2012,"75m+","(~2 years+]",83,23996000957.5789,"Contracts within Period","90th Percentile",0.0502275012011257
2013,"0k - <100k","<~1 year",626696,10823671197.301,"Contracts within Period","90th Percentile",0
2013,"0k - <100k","(~1 year,~2 years]",27537,923243829.849666,"Contracts within Period","90th Percentile",0
2013,"0k - <100k","(~2 years+]",3741,112475393.605951,"Contracts within Period","90th Percentile",0
2013,"100k - <10m","<~1 year",68805,44285474438.2691,"Contracts within Period","90th Percentile",0
2013,"100k - <10m","(~1 year,~2 years]",19204,24446444097.379,"Contracts within Period","90th Percentile",0
2013,"100k - <10m","(~2 years+]",3571,5687418722.1304,"Contracts within Period","90th Percentile",0
2013,"10m - <75m","<~1 year",794,18505647591.806,"Contracts within Period","90th Percentile",0.00512391875768257
2013,"10m - <75m","(~1 year,~2 years]",817,17790852217.52,"Contracts within Period","90th Percentile",0.0330141837218263
2013,"10m - <75m","(~2 years+]",485,14471445104.3941,"Contracts within Period","90th Percentile",0.0212420714114741
2013,"75m+","<~1 year",56,9740175727.23125,"Contracts within Period","90th Percentile",0.0389600608191731
2013,"75m+","(~1 year,~2 years]",60,11106247278.4368,"Contracts within Period","90th Percentile",0.000112155717579694
2013,"75m+","(~2 years+]",63,15807112923.9655,"Contracts within Period","90th Percentile",0.0566988530382164
2014,"0k - <100k","<~1 year",656763,12172779500.1483,"Contracts within Period","90th Percentile",0
2014,"0k - <100k","(~1 year,~2 years]",30348,850599227.396301,"Contracts within Period","90th Percentile",0
2014,"0k - <100k","(~2 years+]",4316,113566991.584433,"Contracts within Period","90th Percentile",0
2014,"100k - <10m","<~1 year",75044,45405240888.9415,"Contracts within Period","90th Percentile",0
2014,"100k - <10m","(~1 year,~2 years]",19217,22448947871.189,"Contracts within Period","90th Percentile",0
2014,"100k - <10m","(~2 years+]",3130,5160975558.67537,"Contracts within Period","90th Percentile",0
2014,"10m - <75m","<~1 year",845,17663509340.4579,"Contracts within Period","90th Percentile",0
2014,"10m - <75m","(~1 year,~2 years]",707,16803061919.0171,"Contracts within Period","90th Percentile",0.0232833390555502
2014,"10m - <75m","(~2 years+]",358,9397787755.03372,"Contracts within Period","90th Percentile",0.0343079610072158
2014,"75m+","<~1 year",40,8691673953.1496,"Contracts within Period","90th Percentile",0.0309647532193287
2014,"75m+","(~1 year,~2 years]",34,5158418368.83759,"Contracts within Period","90th Percentile",1.82147733767728e-06
2014,"75m+","(~2 years+]",26,4183866938.92534,"Contracts within Period","90th Percentile",0.0135665163395115
2015,"0k - <100k","<~1 year",2488833,12390290744.6297,"Contracts within Period","90th Percentile",0
2015,"0k - <100k","(~1 year,~2 years]",40380,1033004798.74151,"Contracts within Period","90th Percentile",0
2015,"0k - <100k","(~2 years+]",2994,76608353.9311887,"Contracts within Period","90th Percentile",0
2015,"100k - <10m","<~1 year",67565,38832265374.5739,"Contracts within Period","90th Percentile",0
2015,"100k - <10m","(~1 year,~2 years]",20711,23462710402.2308,"Contracts within Period","90th Percentile",0
2015,"100k - <10m","(~2 years+]",2325,3453323221.01028,"Contracts within Period","90th Percentile",0
2015,"10m - <75m","<~1 year",632,12137605579.8669,"Contracts within Period","90th Percentile",0
2015,"10m - <75m","(~1 year,~2 years]",674,15254504391.7486,"Contracts within Period","90th Percentile",0.0133513954174385
2015,"10m - <75m","(~2 years+]",208,5064667157.34644,"Contracts within Period","90th Percentile",0.0263880950502792
2015,"75m+","<~1 year",43,4636687624.33901,"Contracts within Period","90th Percentile",0
2015,"75m+","(~1 year,~2 years]",55,4712100293.54183,"Contracts within Period","90th Percentile",0.014975004500653
2015,"75m+","(~2 years+]",21,3147713136.79547,"Contracts within Period","90th Percentile",0.000696521594008961
2016,"0k - <100k","<~1 year",2935190,13193078675.7269,"Contracts within Period","90th Percentile",0
2016,"0k - <100k","(~1 year,~2 years]",44483,1039919945.16579,"Contracts within Period","90th Percentile",0
2016,"0k - <100k","(~2 years+]",1269,30499221.064504,"Contracts within Period","90th Percentile",0
2016,"100k - <10m","<~1 year",69597,38508701186.4947,"Contracts within Period","90th Percentile",0
2016,"100k - <10m","(~1 year,~2 years]",17038,18037430926.02,"Contracts within Period","90th Percentile",0
2016,"100k - <10m","(~2 years+]",707,888677462.75613,"Contracts within Period","90th Percentile",0
2016,"10m - <75m","<~1 year",560,9927118916.98133,"Contracts within Period","90th Percentile",0
2016,"10m - <75m","(~1 year,~2 years]",568,13053848498.85,"Contracts within Period","90th Percentile",0.00810382664791684
2016,"10m - <75m","(~2 years+]",66,1480176101.33336,"Contracts within Period","90th Percentile",0.0197128188640983
2016,"75m+","<~1 year",29,2041233215.68606,"Contracts within Period","90th Percentile",0
2016,"75m+","(~1 year,~2 years]",32,3038013457.72661,"Contracts within Period","90th Percentile",0
2016,"75m+","(~2 years+]",8,1855609041.99095,"Contracts within Period","90th Percentile",0.0318205326050377
2017,"0k - <100k","<~1 year",2914707,13048179088.4437,"Contracts within Period","90th Percentile",0
2017,"0k - <100k","(~1 year,~2 years]",24010,549414822.965635,"Contracts within Period","90th Percentile",0
2017,"100k - <10m","<~1 year",69535,35289943018.5446,"Contracts within Period","90th Percentile",0
2017,"100k - <10m","(~1 year,~2 years]",9418,8085611503.20563,"Contracts within Period","90th Percentile",0
2017,"10m - <75m","<~1 year",535,9347965084.6658,"Contracts within Period","90th Percentile",0
2017,"10m - <75m","(~1 year,~2 years]",231,5061116829.86829,"Contracts within Period","90th Percentile",0
2017,"75m+","<~1 year",31,2258192940.77862,"Contracts within Period","90th Percentile",0
2017,"75m+","(~1 year,~2 years]",24,2728200371.87745,"Contracts within Period","90th Percentile",0
2007,"0k - <100k","<~1 year",787104,15375562237.6267,"Early Results for All Contracts","90th Percentile",0
2007,"0k - <100k","(~1 year,~2 years]",28958,2338476134.30833,"Early Results for All Contracts","90th Percentile",0
2007,"0k - <100k","(~2 years+]",7353,2329015585.87381,"Early Results for All Contracts","90th Percentile",0
2007,"100k - <10m","<~1 year",95599,63781143197.7638,"Early Results for All Contracts","90th Percentile",0
2007,"100k - <10m","(~1 year,~2 years]",22526,30783238008.1756,"Early Results for All Contracts","90th Percentile",0
2007,"100k - <10m","(~2 years+]",6483,12182548730.1399,"Early Results for All Contracts","90th Percentile",0
2007,"10m - <75m","<~1 year",1432,26702024545.8291,"Early Results for All Contracts","90th Percentile",0.00169157199519411
2007,"10m - <75m","(~1 year,~2 years]",1105,30305659185.984,"Early Results for All Contracts","90th Percentile",0.0543267990603465
2007,"10m - <75m","(~2 years+]",697,33632235370.7679,"Early Results for All Contracts","90th Percentile",0.0269596272166198
2007,"75m+","<~1 year",361,31643041101.9489,"Early Results for All Contracts","90th Percentile",0.00600666661088403
2007,"75m+","(~1 year,~2 years]",195,26841523263.1314,"Early Results for All Contracts","90th Percentile",0.0300060486801738
2007,"75m+","(~2 years+]",134,44308941866.9203,"Early Results for All Contracts","90th Percentile",0.202249879828861
2008,"0k - <100k","<~1 year",837407,16107836557.9892,"Early Results for All Contracts","90th Percentile",0
2008,"0k - <100k","(~1 year,~2 years]",33932,2602016796.86947,"Early Results for All Contracts","90th Percentile",0
2008,"0k - <100k","(~2 years+]",7131,581350785.452656,"Early Results for All Contracts","90th Percentile",0
2008,"100k - <10m","<~1 year",101458,71226780246.8606,"Early Results for All Contracts","90th Percentile",0
2008,"100k - <10m","(~1 year,~2 years]",24092,33081638018.5362,"Early Results for All Contracts","90th Percentile",0
2008,"100k - <10m","(~2 years+]",5809,11639013284.666,"Early Results for All Contracts","90th Percentile",0
2008,"10m - <75m","<~1 year",1308,32051687303.8432,"Early Results for All Contracts","90th Percentile",0.0132136608094126
2008,"10m - <75m","(~1 year,~2 years]",1247,34215300291.5765,"Early Results for All Contracts","90th Percentile",0.0434448749153728
2008,"10m - <75m","(~2 years+]",671,24781488869.8237,"Early Results for All Contracts","90th Percentile",0.0422638549693668
2008,"75m+","<~1 year",444,45434977267.3197,"Early Results for All Contracts","90th Percentile",0
2008,"75m+","(~1 year,~2 years]",179,47658197850.6414,"Early Results for All Contracts","90th Percentile",0.0823967642365168
2008,"75m+","(~2 years+]",156,77283318900.765,"Early Results for All Contracts","90th Percentile",0.109490817205373
2009,"0k - <100k","<~1 year",749258,14153641880.3227,"Early Results for All Contracts","90th Percentile",0
2009,"0k - <100k","(~1 year,~2 years]",30450,4392095699.78029,"Early Results for All Contracts","90th Percentile",0
2009,"0k - <100k","(~2 years+]",4843,370102665.434801,"Early Results for All Contracts","90th Percentile",0
2009,"100k - <10m","<~1 year",101215,67522395974.3284,"Early Results for All Contracts","90th Percentile",0
2009,"100k - <10m","(~1 year,~2 years]",23382,31602988214.9718,"Early Results for All Contracts","90th Percentile",0
2009,"100k - <10m","(~2 years+]",5598,12086348189.8492,"Early Results for All Contracts","90th Percentile",0
2009,"10m - <75m","<~1 year",1319,34550347236.4425,"Early Results for All Contracts","90th Percentile",0.00930386985531056
2009,"10m - <75m","(~1 year,~2 years]",1271,31300947296.2025,"Early Results for All Contracts","90th Percentile",0.0694908499389996
2009,"10m - <75m","(~2 years+]",724,31233293914.8935,"Early Results for All Contracts","90th Percentile",0.0512247505274386
2009,"75m+","<~1 year",334,30740280272.1396,"Early Results for All Contracts","90th Percentile",0
2009,"75m+","(~1 year,~2 years]",177,52954239441.9464,"Early Results for All Contracts","90th Percentile",0.0375418099185779
2009,"75m+","(~2 years+]",144,84100638775.0338,"Early Results for All Contracts","90th Percentile",0.111035720817205
2010,"0k - <100k","<~1 year",747842,16624482780.2094,"Early Results for All Contracts","90th Percentile",0
2010,"0k - <100k","(~1 year,~2 years]",29743,1812932719.97506,"Early Results for All Contracts","90th Percentile",0
2010,"0k - <100k","(~2 years+]",5927,1144373375.24049,"Early Results for All Contracts","90th Percentile",0
2010,"100k - <10m","<~1 year",98394,66740444010.4887,"Early Results for All Contracts","90th Percentile",0
2010,"100k - <10m","(~1 year,~2 years]",22631,32301801812.9698,"Early Results for All Contracts","90th Percentile",0
2010,"100k - <10m","(~2 years+]",5631,10749240421.3384,"Early Results for All Contracts","90th Percentile",0
2010,"10m - <75m","<~1 year",1281,31651044608.1288,"Early Results for All Contracts","90th Percentile",0.00155558187369629
2010,"10m - <75m","(~1 year,~2 years]",1309,35407413178.2254,"Early Results for All Contracts","90th Percentile",0.0686700250865754
2010,"10m - <75m","(~2 years+]",759,23260048532.4421,"Early Results for All Contracts","90th Percentile",0.0194899109390374
2010,"75m+","<~1 year",135,48667597993.1628,"Early Results for All Contracts","90th Percentile",0.0188587118720109
2010,"75m+","(~1 year,~2 years]",111,31229481583.9367,"Early Results for All Contracts","90th Percentile",0.0874150610520234
2010,"75m+","(~2 years+]",131,48658673790.7761,"Early Results for All Contracts","90th Percentile",0.077781607814434
2011,"0k - <100k","<~1 year",716932,13882049143.5945,"Early Results for All Contracts","90th Percentile",0
2011,"0k - <100k","(~1 year,~2 years]",32510,1331743228.67842,"Early Results for All Contracts","90th Percentile",0
2011,"0k - <100k","(~2 years+]",7428,993617530.839005,"Early Results for All Contracts","90th Percentile",0
2011,"100k - <10m","<~1 year",89010,62635207054.5732,"Early Results for All Contracts","90th Percentile",0
2011,"100k - <10m","(~1 year,~2 years]",24718,35718317242.8041,"Early Results for All Contracts","90th Percentile",0
2011,"100k - <10m","(~2 years+]",5616,10603540788.7127,"Early Results for All Contracts","90th Percentile",0
2011,"10m - <75m","<~1 year",1102,27987691122.7097,"Early Results for All Contracts","90th Percentile",0.0124266642591792
2011,"10m - <75m","(~1 year,~2 years]",1335,35279245227.4768,"Early Results for All Contracts","90th Percentile",0.0470949208949808
2011,"10m - <75m","(~2 years+]",780,22255339595.934,"Early Results for All Contracts","90th Percentile",0.0357824716425007
2011,"75m+","<~1 year",110,24315957912.6047,"Early Results for All Contracts","90th Percentile",0.017833418862584
2011,"75m+","(~1 year,~2 years]",137,50320511474.8775,"Early Results for All Contracts","90th Percentile",0.0837608300641672
2011,"75m+","(~2 years+]",136,63146234979.3179,"Early Results for All Contracts","90th Percentile",0.0882774741534967
2012,"0k - <100k","<~1 year",683230,12811198485.3163,"Early Results for All Contracts","90th Percentile",0
2012,"0k - <100k","(~1 year,~2 years]",31353,2113176646.6275,"Early Results for All Contracts","90th Percentile",0
2012,"0k - <100k","(~2 years+]",7356,244625957.7874,"Early Results for All Contracts","90th Percentile",0
2012,"100k - <10m","<~1 year",82043,53325948164.5037,"Early Results for All Contracts","90th Percentile",0
2012,"100k - <10m","(~1 year,~2 years]",23406,31650149410.2104,"Early Results for All Contracts","90th Percentile",0
2012,"100k - <10m","(~2 years+]",5113,9514217365.8464,"Early Results for All Contracts","90th Percentile",0
2012,"10m - <75m","<~1 year",907,22655488866.9543,"Early Results for All Contracts","90th Percentile",0.0108355927597146
2012,"10m - <75m","(~1 year,~2 years]",1208,35401009041.6891,"Early Results for All Contracts","90th Percentile",0.0475222452252529
2012,"10m - <75m","(~2 years+]",617,28390711414.4265,"Early Results for All Contracts","90th Percentile",0.0529178023746872
2012,"75m+","<~1 year",84,34883225374.3816,"Early Results for All Contracts","90th Percentile",0.0219889014694112
2012,"75m+","(~1 year,~2 years]",115,43700830493.4193,"Early Results for All Contracts","90th Percentile",0.0088728764779015
2012,"75m+","(~2 years+]",134,83913954803.066,"Early Results for All Contracts","90th Percentile",0.0506839671731084
2013,"0k - <100k","<~1 year",626830,10887008974.8044,"Early Results for All Contracts","90th Percentile",0
2013,"0k - <100k","(~1 year,~2 years]",27601,1023638044.38826,"Early Results for All Contracts","90th Percentile",0
2013,"0k - <100k","(~2 years+]",5182,176927329.039081,"Early Results for All Contracts","90th Percentile",0
2013,"100k - <10m","<~1 year",69023,46548979140.4786,"Early Results for All Contracts","90th Percentile",0
2013,"100k - <10m","(~1 year,~2 years]",19558,26719482837.9008,"Early Results for All Contracts","90th Percentile",0
2013,"100k - <10m","(~2 years+]",4169,7133777553.64827,"Early Results for All Contracts","90th Percentile",0
2013,"10m - <75m","<~1 year",840,20253593516.9576,"Early Results for All Contracts","90th Percentile",0.00794745853781292
2013,"10m - <75m","(~1 year,~2 years]",890,23744447934.8474,"Early Results for All Contracts","90th Percentile",0.0372879731923618
2013,"10m - <75m","(~2 years+]",587,22258553496.7378,"Early Results for All Contracts","90th Percentile",0.0333431271097656
2013,"75m+","<~1 year",83,24667607822.7468,"Early Results for All Contracts","90th Percentile",0.0473238111909721
2013,"75m+","(~1 year,~2 years]",83,21613083706.9554,"Early Results for All Contracts","90th Percentile",0.00389894263469456
2013,"75m+","(~2 years+]",117,57563070366.712,"Early Results for All Contracts","90th Percentile",0.100432444007844
2014,"0k - <100k","<~1 year",657545,12258201693.7739,"Early Results for All Contracts","90th Percentile",0
2014,"0k - <100k","(~1 year,~2 years]",30879,921107088.671997,"Early Results for All Contracts","90th Percentile",0
2014,"0k - <100k","(~2 years+]",6929,369627927.725075,"Early Results for All Contracts","90th Percentile",0
2014,"100k - <10m","<~1 year",75793,48197804557.8379,"Early Results for All Contracts","90th Percentile",0
2014,"100k - <10m","(~1 year,~2 years]",20428,25781198919.8075,"Early Results for All Contracts","90th Percentile",0
2014,"100k - <10m","(~2 years+]",4390,7971928459.22676,"Early Results for All Contracts","90th Percentile",0
2014,"10m - <75m","<~1 year",969,22925297775.6459,"Early Results for All Contracts","90th Percentile",0
2014,"10m - <75m","(~1 year,~2 years]",904,22515417686.0901,"Early Results for All Contracts","90th Percentile",0.0336755940700214
2014,"10m - <75m","(~2 years+]",576,22513635488.3357,"Early Results for All Contracts","90th Percentile",0.0465841643136874
2014,"75m+","<~1 year",68,19716148020.9462,"Early Results for All Contracts","90th Percentile",0.10881468719825
2014,"75m+","(~1 year,~2 years]",55,16043857861.4974,"Early Results for All Contracts","90th Percentile",1.56126628943768e-06
2014,"75m+","(~2 years+]",82,31966976515.1649,"Early Results for All Contracts","90th Percentile",0.0312757780773625
2015,"0k - <100k","<~1 year",2489581,12492606946.111,"Early Results for All Contracts","90th Percentile",0
2015,"0k - <100k","(~1 year,~2 years]",41452,1269128234.37946,"Early Results for All Contracts","90th Percentile",0
2015,"0k - <100k","(~2 years+]",5974,225832317.426573,"Early Results for All Contracts","90th Percentile",0.860755491546797
2015,"100k - <10m","<~1 year",68815,43316108919.6053,"Early Results for All Contracts","90th Percentile",0
2015,"100k - <10m","(~1 year,~2 years]",23208,32090274924.8491,"Early Results for All Contracts","90th Percentile",0
2015,"100k - <10m","(~2 years+]",4416,8157067348.0533,"Early Results for All Contracts","90th Percentile",0
2015,"10m - <75m","<~1 year",812,17360554932.8207,"Early Results for All Contracts","90th Percentile",0
2015,"10m - <75m","(~1 year,~2 years]",1102,27902189130.4107,"Early Results for All Contracts","90th Percentile",0.0194299073015041
2015,"10m - <75m","(~2 years+]",527,17320728173.5745,"Early Results for All Contracts","90th Percentile",0.0314749559286441
2015,"75m+","<~1 year",68,20589778320.08,"Early Results for All Contracts","90th Percentile",0
2015,"75m+","(~1 year,~2 years]",90,11909166249.2839,"Early Results for All Contracts","90th Percentile",0.0152063323457885
2015,"75m+","(~2 years+]",99,31087412015.816,"Early Results for All Contracts","90th Percentile",0.110894999892805
2016,"0k - <100k","<~1 year",2937411,13518464293.8285,"Early Results for All Contracts","90th Percentile",0
2016,"0k - <100k","(~1 year,~2 years]",47865,1268230995.17446,"Early Results for All Contracts","90th Percentile",0
2016,"0k - <100k","(~2 years+]",4866,148039858.952565,"Early Results for All Contracts","90th Percentile",0
2016,"100k - <10m","<~1 year",72406,44635244654.1954,"Early Results for All Contracts","90th Percentile",0
2016,"100k - <10m","(~1 year,~2 years]",21761,28015932155.3755,"Early Results for All Contracts","90th Percentile",0
2016,"100k - <10m","(~2 years+]",4044,7711433603.49547,"Early Results for All Contracts","90th Percentile",0
2016,"10m - <75m","<~1 year",886,17775497891.5071,"Early Results for All Contracts","90th Percentile",0.010421595527569
2016,"10m - <75m","(~1 year,~2 years]",1163,26329074983.4789,"Early Results for All Contracts","90th Percentile",0.0181018976015094
2016,"10m - <75m","(~2 years+]",607,18137474947.2265,"Early Results for All Contracts","90th Percentile",0.0101255517422533
2016,"75m+","<~1 year",68,7958008433.57224,"Early Results for All Contracts","90th Percentile",0.00494475062084792
2016,"75m+","(~1 year,~2 years]",97,16831089710.3176,"Early Results for All Contracts","90th Percentile",0.0110284598361103
2016,"75m+","(~2 years+]",126,45697186105.2857,"Early Results for All Contracts","90th Percentile",0.0326300165199513
2017,"0k - <100k","<~1 year",2919535,13341926865.5304,"Early Results for All Contracts","90th Percentile",0
2017,"0k - <100k","(~1 year,~2 years]",38153,945561281.134772,"Early Results for All Contracts","90th Percentile",0
2017,"0k - <100k","(~2 years+]",6098,156783760.274454,"Early Results for All Contracts","90th Percentile",0
2017,"100k - <10m","<~1 year",75406,43325277326.9831,"Early Results for All Contracts","90th Percentile",0
2017,"100k - <10m","(~1 year,~2 years]",20941,23405659388.7248,"Early Results for All Contracts","90th Percentile",0
2017,"100k - <10m","(~2 years+]",4782,6947247847.78492,"Early Results for All Contracts","90th Percentile",0
2017,"10m - <75m","<~1 year",931,15986717973.0387,"Early Results for All Contracts","90th Percentile",0
2017,"10m - <75m","(~1 year,~2 years]",1062,22401068255.0242,"Early Results for All Contracts","90th Percentile",0.00383582339643022
2017,"10m - <75m","(~2 years+]",648,16973877512.8361,"Early Results for All Contracts","90th Percentile",0
2017,"75m+","<~1 year",74,7655502551.47592,"Early Results for All Contracts","90th Percentile",0
2017,"75m+","(~1 year,~2 years]",130,18124405954.5872,"Early Results for All Contracts","90th Percentile",0.00066189022453573
2017,"75m+","(~2 years+]",101,31280997265.7347,"Early Results for All Contracts","90th Percentile",0.00842795044466987
2007,"0k - <100k","<~1 year",787088,15356439007.8767,"Contracts within Period","95th Percentile",0
2007,"0k - <100k","(~1 year,~2 years]",28947,1553273279.25974,"Contracts within Period","95th Percentile",0
2007,"0k - <100k","(~2 years+]",6605,2265411143.3869,"Contracts within Period","95th Percentile",0
2007,"100k - <10m","<~1 year",95563,62696175174.4618,"Contracts within Period","95th Percentile",0
2007,"100k - <10m","(~1 year,~2 years]",22501,30004159510.4646,"Contracts within Period","95th Percentile",0.0350556637602412
2007,"100k - <10m","(~2 years+]",5747,11162345464.1812,"Contracts within Period","95th Percentile",0.00588643760779905
2007,"10m - <75m","<~1 year",1428,26078353941.3792,"Contracts within Period","95th Percentile",0.0674166813787818
2007,"10m - <75m","(~1 year,~2 years]",1098,30046905186.8806,"Contracts within Period","95th Percentile",0.145008964370739
2007,"10m - <75m","(~2 years+]",655,30589239926.1473,"Contracts within Period","95th Percentile",0.106387422263141
2007,"75m+","<~1 year",360,31406290318.0907,"Contracts within Period","95th Percentile",0.073919769503651
2007,"75m+","(~1 year,~2 years]",192,23615475849.1009,"Contracts within Period","95th Percentile",0.135310933290876
2007,"75m+","(~2 years+]",114,32008826150.5508,"Contracts within Period","95th Percentile",0.484494072983101
2008,"0k - <100k","<~1 year",837325,16012783749.7888,"Contracts within Period","95th Percentile",0
2008,"0k - <100k","(~1 year,~2 years]",33915,2598279750.28905,"Contracts within Period","95th Percentile",0
2008,"0k - <100k","(~2 years+]",6102,457067545.335171,"Contracts within Period","95th Percentile",0
2008,"100k - <10m","<~1 year",101365,69274339794.2725,"Contracts within Period","95th Percentile",0
2008,"100k - <10m","(~1 year,~2 years]",24044,32446920237.8624,"Contracts within Period","95th Percentile",0.0190035989054721
2008,"100k - <10m","(~2 years+]",5009,9999147566.99109,"Contracts within Period","95th Percentile",0.00748845713407455
2008,"10m - <75m","<~1 year",1293,29726371506.4459,"Contracts within Period","95th Percentile",0.0786111630385436
2008,"10m - <75m","(~1 year,~2 years]",1236,33950811514.4839,"Contracts within Period","95th Percentile",0.115517471294816
2008,"10m - <75m","(~2 years+]",625,21764577061.7334,"Contracts within Period","95th Percentile",0.162405258437102
2008,"75m+","<~1 year",438,29758326190.7928,"Contracts within Period","95th Percentile",0.0110552474446472
2008,"75m+","(~1 year,~2 years]",178,46367142008.5049,"Contracts within Period","95th Percentile",0.1753625340004
2008,"75m+","(~2 years+]",137,54292105734.036,"Contracts within Period","95th Percentile",0.150145647840942
2009,"0k - <100k","<~1 year",749102,14142734387.5741,"Contracts within Period","95th Percentile",0
2009,"0k - <100k","(~1 year,~2 years]",30431,1665218590.17044,"Contracts within Period","95th Percentile",0
2009,"0k - <100k","(~2 years+]",4022,336704206.138574,"Contracts within Period","95th Percentile",0
2009,"100k - <10m","<~1 year",101054,66447631622.0272,"Contracts within Period","95th Percentile",0
2009,"100k - <10m","(~1 year,~2 years]",23294,31199550890.0695,"Contracts within Period","95th Percentile",0.0212834796554818
2009,"100k - <10m","(~2 years+]",5187,11067790816.7891,"Contracts within Period","95th Percentile",0.00360131104322941
2009,"10m - <75m","<~1 year",1306,34277604225.3414,"Contracts within Period","95th Percentile",0.100173661868508
2009,"10m - <75m","(~1 year,~2 years]",1260,31019272899.7834,"Contracts within Period","95th Percentile",0.17935272416662
2009,"10m - <75m","(~2 years+]",670,21288743446.8474,"Contracts within Period","95th Percentile",0.132769549615942
2009,"75m+","<~1 year",319,23036789566.9591,"Contracts within Period","95th Percentile",0.00670171631307886
2009,"75m+","(~1 year,~2 years]",171,39390095820.0666,"Contracts within Period","95th Percentile",0.0556587148352035
2009,"75m+","(~2 years+]",123,46933110608.3383,"Contracts within Period","95th Percentile",0.200393100313267
2010,"0k - <100k","<~1 year",747506,16613755583.1695,"Contracts within Period","95th Percentile",0
2010,"0k - <100k","(~1 year,~2 years]",29725,1769317644.60123,"Contracts within Period","95th Percentile",0
2010,"0k - <100k","(~2 years+]",5009,924523915.739659,"Contracts within Period","95th Percentile",0
2010,"100k - <10m","<~1 year",98192,66120694140.9447,"Contracts within Period","95th Percentile",0
2010,"100k - <10m","(~1 year,~2 years]",22579,31988805880.9457,"Contracts within Period","95th Percentile",0.0420779292652927
2010,"100k - <10m","(~2 years+]",5274,9538143362.07046,"Contracts within Period","95th Percentile",0
2010,"10m - <75m","<~1 year",1271,31384449340.4638,"Contracts within Period","95th Percentile",0.0688133250060425
2010,"10m - <75m","(~1 year,~2 years]",1278,32034370986.7778,"Contracts within Period","95th Percentile",0.143377468669955
2010,"10m - <75m","(~2 years+]",718,22122307519.6709,"Contracts within Period","95th Percentile",0.0976324598013563
2010,"75m+","<~1 year",128,24493378723.2557,"Contracts within Period","95th Percentile",0.0948597140094083
2010,"75m+","(~1 year,~2 years]",104,26329421765.0109,"Contracts within Period","95th Percentile",0.190604060122797
